,ID,Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
,249,"Gregorich, E.G., Rochette, P., McGuire, S., Liang, B.C., Lessard, R.",7004740684;7006811223;7101761388;7202071193;7103185355;,Soluble organic carbon and carbon dioxide fluxes in maize fields receiving spring-applied manure,1998,Journal of Environmental Quality,27,1,,209,214,,101,10.2134/jeq1998.00472425002700010029x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031933586&doi=10.2134%2fjeq1998.00472425002700010029x&partnerID=40&md5=3ec87ee47aae91dd4cc2eb4484366126,Article,Final,,Scopus,2-s2.0-0031933586
Micro,250,"Wagner-Riddle, C., Thurtell, G.W.",6701603287;6701651863;,Nitrous oxide emissions from agricultural fields during winter and spring thaw as affected by management practices,1998,Nutrient Cycling in Agroecosystems,52,03-Feb,,151,163,,169,10.1023/a:1009788411566,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031728494&doi=10.1023%2fa%3a1009788411566&partnerID=40&md5=0f2c7913755d70bc946ff0cae42caf12,Conference Paper,Final,,Scopus,2-s2.0-0031728494
,251,"Chang, C., Cho, C.M., Janzen, H.H.",7407034481;7403100491;7005291724;,Nitrous oxide emission from long-term manured soils,1998,Soil Science Society of America Journal,62,3,,677,682,,101,10.2136/sssaj1998.03615995006200030019x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032077785&doi=10.2136%2fsssaj1998.03615995006200030019x&partnerID=40&md5=6ae24bcf7502f0247feedd56d044a102,Article,Final,,Scopus,2-s2.0-0032077785
,252,"Rochette, P., Gregorich, E.G.",7006811223;7004740684;,"Dynamics of soil microbial biomass C, soluble organic C and CO2 evolution after three years of manure application",1998,Canadian Journal of Soil Science,78,2,,283,290,,173,10.4141/S97-066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031822620&doi=10.4141%2fS97-066&partnerID=40&md5=d8c8b8475c548340c7d174281d020b3f,Article,Final,,Scopus,2-s2.0-0031822620
,253,"Wagner-Riddle, C., Thurtell, G.W., Kidd, G.K., Beauchamp, E.G., Sweetman, R.",6701603287;6701651863;56256936900;7007168459;35122193300;,Estimates of nitrous oxide emissions from agricultural fields over 28 months,1997,Canadian Journal of Soil Science,77,2,,135,144,,179,10.4141/S96-103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030875187&doi=10.4141%2fS96-103&partnerID=40&md5=5726121d444c0dac5bb14eb071b59fa8,Conference Paper,Final,,Scopus,2-s2.0-0030875187
,254,"Lessard, R., Rochette, P., Gregorich, E.G., Desjardins, R.L., Pattey, E.",7103185355;7006811223;7004740684;7102933062;7003533081;,CH4 fluxes from a soil amended with dairy cattle manure and ammonium nitrate,1997,Canadian Journal of Soil Science,77,2,,179,186,,16,10.4141/S96-108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030812334&doi=10.4141%2fS96-108&partnerID=40&md5=81cf5bc83d002d0aca30b4d52b18ac23,Conference Paper,Final,,Scopus,2-s2.0-0030812334
,255,"Loro, P.J., Bergstrom, D.W., Beauchamp, E.G.",6505835320;7101617212;7007168459;,Intensity and duration of denitrification following application of manure and fertilizer to soil,1997,Journal of Environmental Quality,26,3,,706,713,,46,10.2134/jeq1997.00472425002600030016x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031149278&doi=10.2134%2fjeq1997.00472425002600030016x&partnerID=40&md5=ac17f8d5710556c96a70ecec6c40b976,Article,Final,,Scopus,2-s2.0-0031149278
,256,"Lessard, R., Rochette, P., Gregorich, E.G., Pattey, E., Desjardins, R.L.",7103185355;7006811223;7004740684;7003533081;7102933062;,Nitrous oxide fluxes from manure-amended soil under maize,1996,Journal of Environmental Quality,25,6,,1371,1377,,105,10.2134/jeq1996.00472425002500060029x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030296278&doi=10.2134%2fjeq1996.00472425002500060029x&partnerID=40&md5=0ee2dcc2d4af9359fda709a10884ae3c,Article,Final,,Scopus,2-s2.0-0030296278
,257,"Massé, D.I., Patni, N.K., Droste, R.L., Kennedy, K.J.",7006105335;7003373235;7006384199;7202740263;,Operation strategies for psychrophilic anaerobic digestion of swine manure slurry in sequencing batch reactors,1996,Canadian Journal of Civil Engineering,23,6,,1285,1294,,52,10.1139/l96-937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030429687&doi=10.1139%2fl96-937&partnerID=40&md5=8681c9373cdffea7aae115ca7416003a,Article,Final,,Scopus,2-s2.0-0030429687
,258,"Kinsman, R., Sauer, F.D., Jackson, H.A., Wolynetz, M.S.",7005252291;7005119997;7202753427;7003559710;,Methane and Carbon Dioxide Emissions from Dairy Cows in Full Lactation Monitored over a Six-Month Period,1995,Journal of Dairy Science,78,12,,2760,2766,,124,10.3168/jds.S0022-0302(95)76907-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029440777&doi=10.3168%2fjds.S0022-0302%2895%2976907-7&partnerID=40&md5=b46f78314ca3e58dde1a65cb630a9add,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0029440777
,259,"Paul, J.W., Beauchamp, E.G., Zhang, X.",7402419023;7007168459;7410281428;,Nitrous and nitric oxide emissions during nitrification and denitrification from manure-amended soil in the laboratory,1993,Canadian Journal of Soil Science,73,4,,539,553,,116,10.4141/cjss93-054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027333533&doi=10.4141%2fcjss93-054&partnerID=40&md5=3812d019bd7a433466d9a838366b1e19,Article,Final,,Scopus,2-s2.0-0027333533
,260,"Boadi, D.A., Wittenberg, K.M.",,Methane production from dairy and beef heifers fed forages differing in nutrient density using the sulphur hexafluoride (SF6) tracer gas technique,2002,Canadian Journal of Animal Science,,,,,,,,,,,,,,
,261,"Bhatt, A., Abbassi, B.",57214053626;35610351000;,"Life cycle impacts of sheep sector in Ontario, Canada",2022,International Journal of Life Cycle Assessment,27,12,,1283,1298,,,10.1007/s11367-022-02105-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140483453&doi=10.1007%2fs11367-022-02105-1&partnerID=40&md5=3f873538af36fabbcc8a14172d79573d,Article,Final,,Scopus,2-s2.0-85140483453
,262,"Abbasi, N.A., Madramootoo, C.A., Zhang, T., Tan, C.S.",56373330700;7005854414;7404373735;7402818349;,Soil nutrients and plant uptake parameters as related to greenhouse gas emissions,2022,Journal of Environmental Quality,51,6,,1129,1143,,1,10.1002/jeq2.20389,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137910134&doi=10.1002%2fjeq2.20389&partnerID=40&md5=0dcd800c1f3257201b6f57f760daf800,Article,Final,,Scopus,2-s2.0-85137910134
,263,"Hung, C.-Y., VanderZaag, A., Smith, W., Grant, B.",55946364600;25723924700;56328807300;8503817300;,Evaluating the 2019 IPCC refinement for estimating methane conversion factors in Canada,2022,Science of the Total Environment,835,,155325,,,,2,10.1016/j.scitotenv.2022.155325,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129071283&doi=10.1016%2fj.scitotenv.2022.155325&partnerID=40&md5=da808a0e3538025e34272dc9743b0a58,Article,Final,,Scopus,2-s2.0-85129071283
,264,"Weber, T.L., Hao, X., Gross, C.D., Beauchemin, K.A., Chang, S.X.",57477202700;7202000550;57201983500;7006478754;7405608250;,The Effect of Manure from Cattle Fed Barley-vs. Corn-Based Diets on Greenhouse Gas Emissions Depends on Soil Type,2022,Soil Systems,6,2,47,,,,,10.3390/soilsystems6020047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131160587&doi=10.3390%2fsoilsystems6020047&partnerID=40&md5=443c5d1174f147140486732576f23dad,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85131160587
,265,"VanderZaag, A., Baldé, H.",25723924700;55542124400;,Nutrient recovery abates methane emissions from digestate storage,2022,Bioresource Technology Reports,18,,101086,,,,1,10.1016/j.biteb.2022.101086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130551959&doi=10.1016%2fj.biteb.2022.101086&partnerID=40&md5=72e461fc8e0fe53ae1cb79255adfe4be,Article,Final,,Scopus,2-s2.0-85130551959
Micro,266,"Abalos, D., Brown, S.E., Vanderzaag, A.C., Gordon, R.J., Dunfield, K.E. and Wagner-Riddle, C.",,Micrometeorological measurements over 3 years reveal differences in N2O emissions between annual and perennial crops,2016,Global Change Biology,22,,,1244,1255,,,10.1111/gcb.13137,,Article,Final,,Scopus,
